,Coin,classification,total_risk_usd,total_pnl,efficiency%
595,STX,Extreme Fear,762.8874999999999,0.0,0.0
49,@152,Fear,756.8771428571429,0.007590077922077922,0.0010028150531044
553,RENDER,Greed,755.801052631579,4.332481578947369,0.5732304240464283
703,ZRO,Greed,748.6411194731891,107.05461867450612,14.299858221765769
251,BNB,Extreme Greed,747.1391666666667,1.9969951666666665,0.2672855681728192
406,JUP,Extreme Fear,746.1733333333334,1.9390933333333333,0.2598717009452674
670,WIF,Greed,742.7736458333334,7.74278278125,1.0424148493533596
512,PENDLE,Greed,725.4062285714285,3.813463417142857,0.5257003961287819
413,KAITO,Greed,716.3934166666667,0.9422399083333333,0.13152548396068686
551,RENDER,Extreme Greed,711.9699337748344,24.335360953642386,3.418032110515866
535,PROMPT,Neutral,700.243,-9.533896,-1.3615125035166364
279,CYBER,Extreme Greed,691.62,191.5296,27.69289494230936
597,STX,Greed,682.72,23.997442999999997,3.514975831966252
598,STX,Neutral,674.665238095238,0.0,0.0
620,TNSR,Extreme Greed,672.2531472081218,4.6823797817258885,0.6965203214253272
496,ONDO,Fear,671.612974137931,14.266956306034484,2.1242824149350694
48,@151,Neutral,666.5300000000001,0.0,0.0
567,RUNE,Neutral,662.156,5.5197296,0.833599574722573
401,JTO,Extreme Fear,661.5433333333334,4.817301333333334,0.728191350528814
531,POPCAT,Greed,659.5906249999999,-17.879794080882355,-2.710741087455929
388,IO,Extreme Greed,655.920350877193,-3.3026596666666665,-0.5035153524737973
352,GOAT,Extreme Fear,650.3366666666667,14.905763333333333,2.292007216774901
614,TAO,Neutral,634.9938372093023,-3.0213093488372094,-0.47580136558732394
338,GALA,Extreme Greed,633.9592,5.83045808,0.9196897970721143
182,AI16Z,Fear,630.8387179487179,50.199810794871794,7.957629956212142
643,USTC,Greed,629.78,129.808683,20.61175061132459
145,@78,Greed,628.3275,0.0,0.0
370,HPOS,Greed,625.5286363636363,31.182600193181816,4.984999627587721
672,WLD,Extreme Fear,622.516,4.874022,0.7829552975345213
477,MOVE,Neutral,620.3399999999999,0.10042360000000002,0.016188477286649263
504,ORDI,Extreme Greed,620.0616,1.4359136799999999,0.2315759724517693
445,ME,Extreme Greed,611.0731818181819,1.1036435454545455,0.18060742613033254
679,XRP,Extreme Greed,603.7529941291585,-0.10156679647749513,-0.016822574374805888
510,PENDLE,Extreme Greed,598.775922330097,8.63896159223301,1.442770370360762
573,SAND,Fear,595.448947368421,10.916240447368422,1.8332789898466706
541,PURR/USDC,Extreme Fear,585.7575949367089,-62.55566050632911,-10.679445054927244
641,UNIBOT,Greed,583.3149999999999,81.26394225,13.93139937255171
255,BNT,Extreme Greed,582.841,-1.760528,-0.30205973841922584
204,APE,Fear,582.0088888888889,3.621645611111111,0.6222663743203617
297,EIGEN,Extreme Greed,579.5544927536232,4.2920488695652175,0.740577274998337
532,POPCAT,Neutral,578.8589655172414,-0.2370745193965516,-0.04095548890474779
608,SUSHI,Greed,569.1814285714286,13.253027047619046,2.3284363091189433
545,PURR/USDC,Neutral,556.307311827957,-65.85584756451614,-11.83803379253132
281,DOGE,Extreme Fear,555.6500000000001,0.0,0.0
402,JTO,Extreme Greed,554.62,0.0,0.0
622,TNSR,Greed,550.2783478260869,12.66574122173913,2.301697181394839
339,GALA,Fear,545.565,9.394362,1.7219510049215032
523,PNUT,Extreme Fear,545.21,1855.649224,340.3549502026742
349,GMX,Extreme Greed,543.6746428571429,1.1045592499999999,0.20316548960151454
664,W,Greed,543.6177732793523,4.782272951417004,0.8797123983949486
171,ADA,Extreme Greed,542.3673461538461,5.446308365384615,1.0041733529879089
640,UNI,Neutral,539.6288888888889,2.834048,0.5251846330605807
645,USUAL,Extreme Fear,537.635,-75.41086214705882,-14.026404930307518
351,GMX,Neutral,536.6621428571428,1.0834004285714285,0.20187755797409115
365,GRIFFAIN,Neutral,528.243275862069,-10.51233470689655,-1.990055564785164
662,W,Extreme Greed,526.2089677419355,0.8849600967741935,0.16817655171703527
