,Coin,classification,total_pnl,avg_pnl,trade_count,avg_trade_size_usd,total_fees
711,kFLOKI,Neutral,4.08395,4.08395,1,217.86,0.076249
712,kNEIRO,Greed,8.159745000000001,2.0399362500000002,4,164.385,0.230136
713,kNEIRO,Neutral,-2.840308,-2.840308,1,224.73,0.078656
714,kPEPE,Extreme Fear,2.767205,0.25156409090909093,11,491.41636363636366,1.619081
715,kPEPE,Extreme Greed,19914.330837,21.90795471617162,909,1962.276798679868,249.488364
716,kPEPE,Fear,4844.856091,31.460104487012984,154,518.197987012987,25.71502
717,kPEPE,Greed,-6882.301239,-14.929069932754881,461,784.2761388286334,89.939259
718,kPEPE,Neutral,-151.967813,-0.9679478535031848,157,1167.512101910828,57.002477999999996
719,kSHIB,Extreme Fear,0.0,0.0,1,221.96,0.077685
720,kSHIB,Extreme Greed,264.9663,8.83221,30,2717.71,20.885878
721,kSHIB,Fear,13.644264,13.644264,1,208.31,0.07291
722,kSHIB,Greed,0.0,0.0,3,481.3733333333333,0.40543
723,kSHIB,Neutral,0.5267,0.5267,1,221.48,0.077517
